"","stcd2","cycle","stateabrev","stcd","dem_share","dem_share_imputed","dpres","incumb","winner_dem","uncontested","votes_dem","votes_rep","votes_dem_est","votes_rep_est","chamber"
"919","1970s_533",1976,"CA","533",0.449219133396842,0.449219133396842,43.3,-1,0,0,77807,95398,77807,95398,"us_house"
"920","1970s_534",1976,"CA","534",0.507271914895753,0.507271914895753,43.09,1,1,0,101044,98147,101044,98147,"us_house"
"921","1970s_535",1976,"CA","535",0.532596187217253,0.532596187217253,44.42,1,1,0,87472,76765,87472,76765,"us_house"
"922","1970s_536",1976,"CA","536",0.647869441789469,0.647869441789469,56.02,1,1,0,90830,49368,90830,49368,"us_house"
"923","1970s_537",1976,"CA","537",0.268380279762394,0.268380279762394,45.39,-1,0,0,49021,133634,49021,133634,"us_house"
"924","1970s_538",1976,"CA","538",0.63615316885148,0.63615316885148,44.19,1,1,0,103317,59092,103317,59092,"us_house"
"925","1970s_539",1976,"CA","539",0.414251057774042,0.414251057774042,35.77,-1,0,0,86745,122657,86745,122657,"us_house"
"926","1970s_540",1976,"CA","540",0.407478335806961,0.407478335806961,32.27,0,0,0,102132,148512,102132,148512,"us_house"
"927","1970s_541",1976,"CA","541",0.423460205753579,0.423460205753579,42.57,-1,0,0,94590,128784,94590,128784,"us_house"
"928","1970s_542",1976,"CA","542",0.759892941670906,0.759892941670906,52.82,1,1,0,103062,32565,103062,32565,"us_house"
"929","1970s_543",1976,"CA","543",0.350026773912099,0.350026773912099,40.04,-1,0,0,93475,173576,93475,173576,"us_house"
"930","1970s_601",1976,"CO","601",0.53547689701228,0.53547689701228,50.02,1,1,0,103037,89384,103037,89384,"us_house"
"931","1970s_602",1976,"CO","602",0.504994339748285,0.504994339748285,42.24,1,1,0,121336,118936,121336,118936,"us_house"
"932","1970s_603",1976,"CO","603",0.520512656125238,0.520512656125238,49.04,1,1,0,89308,82269,89308,82269,"us_house"
"933","1970s_604",1976,"CO","604",0.396206570490941,0.396206570490941,41.58,-1,0,0,78355,119408,78355,119408,"us_house"
"934","1970s_605",1976,"CO","605",0.335691193653688,0.335691193653688,39.79,-1,0,0,64067,126784,64067,126784,"us_house"
"935","1970s_701",1976,"CT","701",0.577213199451895,0.577213199451895,52.68,1,1,0,128479,94106,128479,94106,"us_house"
"936","1970s_702",1976,"CT","702",0.65623864561439,0.65623864561439,50.12,1,1,0,142684,74743,142684,74743,"us_house"
"937","1970s_703",1976,"CT","703",0.557042553483835,0.557042553483835,46.46,1,1,0,121623,96714,121623,96714,"us_house"
"938","1970s_704",1976,"CT","704",0.376614387747589,0.376614387747589,43.41,-1,0,0,76722,126993,76722,126993,"us_house"
"939","1970s_705",1976,"CT","705",0.329929113124528,0.329929113124528,43.78,-1,0,0,77308,157009,77308,157009,"us_house"
"940","1970s_706",1976,"CT","706",0.568590429791215,0.568590429791215,47.74,1,1,0,134914,102364,134914,102364,"us_house"
"941","1970s_801",1976,"DE","801",0.480653002233609,0.480653002233609,52.75,0,0,0,102431,110677,102431,110677,"us_house"
"942","1970s_901",1976,"FL","901",NA,0.675041025322458,49.31,1,1,1,0,0,117741.705391911,56679.849706414,"us_house"
"943","1970s_902",1976,"FL","902",NA,0.773124769031174,62.65,1,1,1,0,0,139025.392892841,40797.3193804418,"us_house"
"944","1970s_903",1976,"FL","903",NA,0.751679677875354,64.29,1,1,1,0,0,92575.0729112012,30582.5374859131,"us_house"
"945","1970s_904",1976,"FL","904",NA,0.703099375313848,53.31,1,1,1,0,0,137130.122389539,57906.492922951,"us_house"
"946","1970s_905",1976,"FL","905",0.410261218679544,0.410261218679544,49.88,-1,0,0,96260,138371,96260,138371,"us_house"
"947","1970s_906",1976,"FL","906",0.348078314498346,0.348078314498346,49.46,-1,0,0,80821,151371,80821,151371,"us_house"
"948","1970s_907",1976,"FL","907",0.657159487776484,0.657159487776484,54.3,1,1,0,102739,53599,102739,53599,"us_house"
"949","1970s_908",1976,"FL","908",0.580172210559404,0.580172210559404,47.54,0,1,0,103360,74794,103360,74794,"us_house"
"950","1970s_909",1976,"FL","909",0.219158903667008,0.219158903667008,46.47,-1,0,0,36630,130509,36630,130509,"us_house"
"951","1970s_910",1976,"FL","910",0.336769135114621,0.336769135114621,45.56,-1,0,0,83413,164273,83413,164273,"us_house"
"952","1970s_911",1976,"FL","911",1,0.66078367942997,49.53,1,1,1,199031,0,135420.442119971,69518.7026191858,"us_house"
"953","1970s_912",1976,"FL","912",0.461010868418276,0.461010868418276,53.47,-1,0,0,91749,107268,91749,107268,"us_house"
"954","1970s_913",1976,"FL","913",0.783323834562045,0.783323834562045,66.5,1,1,0,127822,35357,127822,35357,"us_house"
"955","1970s_914",1976,"FL","914",0.72871763679158,0.72871763679158,56.47,1,1,0,82665,30774,82665,30774,"us_house"
"956","1970s_915",1976,"FL","915",0.704232057735742,0.704232057735742,54.32,1,1,0,121292,50941,121292,50941,"us_house"
"957","1970s_1001",1976,"GA","1001",1,0.60916152852486,64.36,1,1,1,73826,0,51360.4972682796,32952.9317045803,"us_house"
"958","1970s_1002",1976,"GA","1002",1,0.749933967660035,69.1,1,1,1,95807,0,72372.8158367316,24132.7685983239,"us_house"
"959","1970s_1003",1976,"GA","1003",0.887346075826405,0.887346075826405,69.14,1,1,0,93174,11829,93174,11829,"us_house"
"960","1970s_1004",1976,"GA","1004",0.683149422866029,0.683149422866029,57.24,1,1,0,110261,51140,110261,51140,"us_house"
"961","1970s_1005",1976,"GA","1005",0.666805503491746,0.666805503491746,67.51,1,1,0,96056,47998,96056,47998,"us_house"
"962","1970s_1006",1976,"GA","1006",0.517114425206093,0.517114425206093,67.53,1,1,0,77532,72400,77532,72400,"us_house"
"963","1970s_1007",1976,"GA","1007",0.550933343754478,0.550933343754478,64.24,1,1,0,84587,68947,84587,68947,"us_house"
"964","1970s_1008",1976,"GA","1008",0.697474307877899,0.697474307877899,74.79,0,1,0,91351,39623,91351,39623,"us_house"
"965","1970s_1009",1976,"GA","1009",0.790822561610067,0.790822561610067,70.92,0,1,0,113245,29954,113245,29954,"us_house"
"966","1970s_1010",1976,"GA","1010",1,0.666201512773715,65.87,0,1,1,94782,0,64176.6507832759,32155.5393315106,"us_house"
"967","1970s_1101",1976,"HI","1101",0.527703326156685,0.527703326156685,49.28,0,1,0,60050,53745,60050,53745,"us_house"
"968","1970s_1102",1976,"HI","1102",0.838434673349861,0.838434673349861,52.99,0,1,0,124116,23917,124116,23917,"us_house"
"969","1970s_1501",1976,"IA","1501",0.479427481278296,0.479427481278296,49.91,1,0,0,101024,109694,101024,109694,"us_house"
"970","1970s_1502",1976,"IA","1502",0.506482264759694,0.506482264759694,49.55,1,1,0,102980,100344,102980,100344,"us_house"
"971","1970s_1503",1976,"IA","1503",0.435444964534934,0.435444964534934,48.3,-1,0,0,90981,117957,90981,117957,"us_house"
"972","1970s_1504",1976,"IA","1504",0.690938219019187,0.690938219019187,54.11,1,1,0,145343,65013,145343,65013,"us_house"
"973","1970s_1505",1976,"IA","1505",0.655145257685637,0.655145257685637,49.02,1,1,0,135600,71377,135600,71377,"us_house"
"974","1970s_1506",1976,"IA","1506",0.68185741500212,0.68185741500212,45.76,1,1,0,133507,62292,133507,62292,"us_house"
"975","1970s_1201",1976,"ID","1201",0.453927462320864,0.453927462320864,40.21,-1,0,0,79662,95833,79662,95833,"us_house"
"976","1970s_1202",1976,"ID","1202",0.494177102612792,0.494177102612792,36.2,-1,0,0,82237,84175,82237,84175,"us_house"
"977","1970s_1301",1976,"IL","1301",0.925814635287581,0.925814635287581,90.45,1,1,0,126632,10147,126632,10147,"us_house"
"978","1970s_1302",1976,"IL","1302",0.846761211701944,0.846761211701944,82.82,1,1,0,127297,23037,127297,23037,"us_house"
"979","1970s_1303",1976,"IL","1303",0.592698372003589,0.592698372003589,42.08,1,1,0,115591,79434,115591,79434,"us_house"
"980","1970s_1304",1976,"IL","1304",0.342117604902751,0.342117604902751,38.06,-1,0,0,64924,124847,64924,124847,"us_house"
"981","1970s_1305",1976,"IL","1305",0.769452969850153,0.769452969850153,66.59,1,1,0,119336,35756,119336,35756,"us_house"
"982","1970s_1306",1976,"IL","1306",0.394027018735869,0.394027018735869,40.17,-1,0,0,69359,106667,69359,106667,"us_house"
"983","1970s_1307",1976,"IL","1307",0.847693889118385,0.847693889118385,80.81,1,1,0,88239,15854,88239,15854,"us_house"
"984","1970s_1308",1976,"IL","1308",0.805410847628273,0.805410847628273,69.91,1,1,0,105595,25512,105595,25512,"us_house"
"985","1970s_1309",1976,"IL","1309",0.721522882895679,0.721522882895679,57.79,1,1,0,121915,47054,121915,47054,"us_house"
"986","1970s_1310",1976,"IL","1310",0.500470931131594,0.500470931131594,39.29,1,1,0,106804,106603,106804,106603,"us_house"
"987","1970s_1311",1976,"IL","1311",0.673939484200859,0.673939484200859,48.27,1,1,0,135755,65680,135755,65680,"us_house"
"988","1970s_1312",1976,"IL","1312",0.271617843801998,0.271617843801998,30.92,-1,0,0,56644,151899,56644,151899,"us_house"
"989","1970s_1313",1976,"IL","1313",0.312075634941036,0.312075634941036,37.17,-1,0,0,49777,109726,49777,109726,"us_house"
"990","1970s_1314",1976,"IL","1314",0.255747502969385,0.255747502969385,28.86,-1,0,0,60505,176076,60505,176076,"us_house"
"991","1970s_1315",1976,"IL","1315",0.460892283592054,0.460892283592054,40.47,1,0,0,87676,102555,87676,102555,"us_house"
"992","1970s_1316",1976,"IL","1316",0.320817936622982,0.320817936622982,41.27,-1,0,0,54002,114324,54002,114324,"us_house"
"993","1970s_1317",1976,"IL","1317",0.417873588351812,0.417873588351812,44.28,-1,0,0,81220,113145,81220,113145,"us_house"
"994","1970s_1318",1976,"IL","1318",0.422711483995084,0.422711483995084,43.76,-1,0,0,79102,108028,79102,108028,"us_house"
"995","1970s_1319",1976,"IL","1319",0.315013072368217,0.315013072368217,46.24,-1,0,0,60967,132571,60967,132571,"us_house"
"996","1970s_1320",1976,"IL","1320",0.364287468092302,0.364287468092302,47.24,-1,0,0,78634,137223,78634,137223,"us_house"
"997","1970s_1321",1976,"IL","1321",0.25536724391821,0.25536724391821,44.53,-1,0,0,46996,137037,46996,137037,"us_house"
"998","1970s_1322",1976,"IL","1322",0.614330754342833,0.614330754342833,48.5,1,1,0,129187,81102,129187,81102,"us_house"
"999","1970s_1323",1976,"IL","1323",0.78626839656802,0.78626839656802,59.15,1,1,0,128113,34825,128113,34825,"us_house"
"1000","1970s_1324",1976,"IL","1324",0.673760559019946,0.673760559019946,53.86,1,1,0,152344,73766,152344,73766,"us_house"
"1001","1970s_1401",1976,"IN","1401",0.713049773116514,0.713049773116514,61.3,0,1,0,121155,48756,121155,48756,"us_house"
"1002","1970s_1402",1976,"IN","1402",0.551876390048892,0.551876390048892,39.35,1,1,0,117617,95505,117617,95505,"us_house"
"1003","1970s_1403",1976,"IN","1403",0.568996651217917,0.568996651217917,46.12,1,1,0,101777,77094,101777,77094,"us_house"
"1004","1970s_1404",1976,"IN","1404",0.450538692555182,0.450538692555182,40.33,1,0,0,88361,107762,88361,107762,"us_house"
"1005","1970s_1405",1976,"IN","1405",0.382556395357304,0.382556395357304,42.78,-1,0,0,78807,127194,78807,127194,"us_house"
"1006","1970s_1406",1976,"IN","1406",0.549107861307086,0.549107861307086,41.46,1,1,0,105773,86854,105773,86854,"us_house"
"1007","1970s_1407",1976,"IN","1407",0.373046875,0.373046875,47.35,-1,0,0,77355,130005,77355,130005,"us_house"
"1008","1970s_1408",1976,"IN","1408",0.504629072426467,0.504629072426467,50.13,0,1,0,109013,107013,109013,107013,"us_house"
"1009","1970s_1409",1976,"IN","1409",NA,0.685637600371761,51.02,1,1,1,0,0,144916.10933798,66443.5203839092,"us_house"
"1010","1970s_1410",1976,"IN","1410",0.598378680484098,0.598378680484098,45.03,1,1,0,114559,76890,114559,76890,"us_house"
"1011","1970s_1411",1976,"IN","1411",0.607658186699104,0.607658186699104,45.39,1,1,0,115895,74829,115895,74829,"us_house"
"1012","1970s_1601",1976,"KS","1601",0.269338193767007,0.269338193767007,46.17,-1,0,0,52459,142311,52459,142311,"us_house"
"1013","1970s_1602",1976,"KS","1602",0.516606348817828,0.516606348817828,44.81,1,1,0,88645,82946,88645,82946,"us_house"
"1014","1970s_1603",1976,"KS","1603",0.296605345840353,0.296605345840353,41.82,-1,0,0,52110,123578,52110,123578,"us_house"
"1015","1970s_1604",1976,"KS","1604",0.509143635633893,0.509143635633893,48.99,-1,1,0,90067,86832,90067,86832,"us_house"
"1016","1970s_1605",1976,"KS","1605",0.373557139835232,0.373557139835232,49.04,-1,0,0,65340,109573,65340,109573,"us_house"
"1017","1970s_1701",1976,"KY","1701",0.820044835316434,0.820044835316434,66.62,1,1,0,118886,26089,118886,26089,"us_house"
"1018","1970s_1702",1976,"KY","1702",0.603562589752208,0.603562589752208,55.46,1,1,0,79016,51900,79016,51900,"us_house"
"1019","1970s_1703",1976,"KY","1703",0.581135617081183,0.581135617081183,55.49,1,1,0,80496,58019,80496,58019,"us_house"
"1020","1970s_1704",1976,"KY","1704",0.441307262954006,0.441307262954006,42.78,-1,0,0,77009,97493,77009,97493,"us_house"
"1021","1970s_1705",1976,"KY","1705",0.328985080223931,0.328985080223931,43.05,-1,0,0,49128,100204,49128,100204,"us_house"
"1022","1970s_1706",1976,"KY","1706",1,0.668726523801803,53.14,1,1,1,90695,0,64412.8184791296,31908.7960920015,"us_house"
"1023","1970s_1707",1976,"KY","1707",0.732276521404751,0.732276521404751,60.91,1,1,0,110450,40381,110450,40381,"us_house"
"1024","1970s_1801",1976,"LA","1801",0.521013090398966,0.521013090398966,51.28,0,0,0,61652,56679,61652,56679,"us_house"
"1025","1970s_1802",1976,"LA","1802",1,0.748734877225707,55.72,1,1,1,85923,0,64554.3273226441,21663.5440310155,"us_house"
"1026","1970s_1803",1976,"LA","1803",0.266876255348878,0.266876255348878,45.38,-1,0,0,39728,109135,39728,109135,"us_house"
"1027","1970s_1804",1976,"LA","1804",NA,0.638408425778637,45.76,1,1,1,0,0,82787.1728874194,46890.2711194446,"us_house"
"1028","1970s_1805",1976,"LA","1805",0.525497582721165,0.525497582721165,49.11,0,1,0,83696,75574,83696,75574,"us_house"
"1029","1970s_1806",1976,"LA","1806",0.347809035766576,0.347809035766576,54.68,-1,0,0,53212,99780,53212,99780,"us_house"
"1030","1970s_1807",1976,"LA","1807",0.833482682597255,0.833482682597255,60.75,1,1,0,117196,23414,117196,23414,"us_house"
"1031","1970s_1808",1976,"LA","1808",1,0.756015817749786,61.61,1,1,1,106285,0,80186.0178438341,25877.9241547615,"us_house"
"1032","1970s_2101",1976,"MA","2101",0.362229130855801,0.362229130855801,58.49,-1,0,0,78181,137652,78181,137652,"us_house"
"1033","1970s_2102",1976,"MA","2102",0.763807672855186,0.763807672855186,60.9,1,1,0,134408,41563,134408,41563,"us_house"
"1034","1970s_2103",1976,"MA","2103",1,0.682851677988137,60.89,1,1,1,168520,0,116531.326960217,54122.609636306,"us_house"
"1035","1970s_2104",1976,"MA","2104",0.520745365295716,0.520745365295716,57.09,1,1,0,109268,100562,109268,100562,"us_house"
"1036","1970s_2105",1976,"MA","2105",0.673115428955487,0.673115428955487,59.04,1,1,0,144217,70036,144217,70036,"us_house"
"1037","1970s_2106",1976,"MA","2106",0.570132775529156,0.570132775529156,55.08,1,1,0,121562,91655,121562,91655,"us_house"
"1038","1970s_2107",1976,"MA","2107",0.813930488129365,0.813930488129365,59.45,0,1,0,162126,37063,162126,37063,"us_house"
"1039","1970s_2108",1976,"MA","2108",0.799259161423563,0.799259161423563,65.3,1,1,0,133131,33437,133131,33437,"us_house"
"1040","1970s_2109",1976,"MA","2109",0.750469490350168,0.750469490350168,56.39,1,1,0,103901,34547,103901,34547,"us_house"
"1041","1970s_2110",1976,"MA","2110",0,0.255636113933796,55.53,-1,0,1,0,176604,45485.6194447787,132445.498130254,"us_house"
"1042","1970s_2111",1976,"MA","2111",1,0.720308257371415,58.67,1,1,1,131789,0,96916.9587058942,37632.3230968279,"us_house"
"1043","1970s_2112",1976,"MA","2112",1,0.711059814911027,52.64,1,1,1,222418,0,160108.225019055,65060.2090023343,"us_house"
"1044","1970s_2001",1976,"MD","2001",0.459329691904954,0.459329691904954,49.31,-1,0,0,72993,85919,72993,85919,"us_house"
"1045","1970s_2002",1976,"MD","2002",0.797895147144806,0.797895147144806,48.26,1,1,0,139196,35258,139196,35258,"us_house"
"1046","1970s_2003",1976,"MD","2003",0.745944890945971,0.745944890945971,51.51,0,1,0,107014,36447,107014,36447,"us_house"
"1047","1970s_2004",1976,"MD","2004",0.423330283068607,0.423330283068607,50.05,-1,0,0,69855,95158,69855,95158,"us_house"
"1048","1970s_2005",1976,"MD","2005",0.577020304982468,0.577020304982468,58.73,1,1,0,77836,57057,77836,57057,"us_house"
"1049","1970s_2006",1976,"MD","2006",0.708369645371053,0.708369645371053,45.2,1,1,0,126801,52203,126801,52203,"us_house"
"1050","1970s_2007",1976,"MD","2007",1,0.865724058738304,81.64,1,1,1,94991,0,83307.4156574925,12921.1860737609,"us_house"
"1051","1970s_2008",1976,"MD","2008",0.474172679888667,0.474172679888667,51.67,0,0,0,100343,111274,100343,111274,"us_house"
"1052","1970s_1901",1976,"ME","1901",0.426234485151482,0.426234485151482,49.32,-1,0,0,108105,145523,108105,145523,"us_house"
"1053","1970s_1902",1976,"ME","1902",0.203114261774979,0.203114261774979,49.86,-1,0,0,43150,169292,43150,169292,"us_house"
"1054","1970s_2201",1976,"MI","2201",0.933917150302025,0.933917150302025,90.61,1,1,0,126161,8927,126161,8927,"us_house"
"1055","1970s_2202",1976,"MI","2202",0.499096875820425,0.499096875820425,45.39,0,0,0,95053,95397,95053,95397,"us_house"
"1056","1970s_2203",1976,"MI","2203",0.489793924685848,0.489793924685848,40.08,-1,0,0,95261,99231,95261,99231,"us_house"
"1057","1970s_2204",1976,"MI","2204",0.392342961427541,0.392342961427541,40.8,0,0,0,69655,107881,69655,107881,"us_house"
"1058","1970s_2205",1976,"MI","2205",0.464274889764472,0.464274889764472,32.25,1,0,0,94973,109589,94973,109589,"us_house"
"1059","1970s_2206",1976,"MI","2206",0.531478598652137,0.531478598652137,41.38,1,1,0,108909,96008,108909,96008,"us_house"
"1060","1970s_2207",1976,"MI","2207",0.711842851496039,0.711842851496039,52.35,0,1,0,124260,50301,124260,50301,"us_house"
"1061","1970s_2208",1976,"MI","2208",0.593836613642491,0.593836613642491,44.47,1,1,0,110127,75323,110127,75323,"us_house"
"1062","1970s_2209",1976,"MI","2209",0.295848871866496,0.295848871866496,35.94,-1,0,0,61641,146712,61641,146712,"us_house"
"1063","1970s_2210",1976,"MI","2210",0.431132789665846,0.431132789665846,41.09,-1,0,0,89980,118726,89980,118726,"us_house"
"1064","1970s_2211",1976,"MI","2211",0.450170215915188,0.450170215915188,48.84,-1,0,0,97325,118871,97325,118871,"us_house"
"1065","1970s_2212",1976,"MI","2212",0.526337702133329,0.526337702133329,45.68,0,1,0,94815,85326,94815,85326,"us_house"
"1066","1970s_2213",1976,"MI","2213",0.902564158070766,0.902564158070766,88.61,1,1,0,83387,9002,83387,9002,"us_house"
"1067","1970s_2214",1976,"MI","2214",0.669808969582176,0.669808969582176,48.65,1,1,0,107503,52995,107503,52995,"us_house"
"1068","1970s_2215",1976,"MI","2215",0.74965173493514,0.74965173493514,52.83,1,1,0,117313,39177,117313,39177,"us_house"
"1069","1970s_2216",1976,"MI","2216",0.769846893584715,0.769846893584715,55.35,1,1,0,121682,36378,121682,36378,"us_house"
"1070","1970s_2217",1976,"MI","2217",0.650875754811744,0.650875754811744,49.82,1,1,0,112746,60476,112746,60476,"us_house"
"1071","1970s_2218",1976,"MI","2218",0.668699893540748,0.668699893540748,46.1,1,1,0,123113,60995,123113,60995,"us_house"
"1072","1970s_2219",1976,"MI","2219",0.328022392625525,0.328022392625525,36.75,-1,0,0,64337,131799,64337,131799,"us_house"
"1073","1970s_2301",1976,"MN","2301",0.308688108318364,0.308688108318364,51.66,-1,0,0,70630,158177,70630,158177,"us_house"
"1074","1970s_2302",1976,"MN","2302",0.396598999227045,0.396598999227045,50.44,-1,0,0,97488,148322,97488,148322,"us_house"
"1075","1970s_2303",1976,"MN","2303",0.325906892792357,0.325906892792357,49.13,-1,0,0,72044,149013,72044,149013,"us_house"
"1076","1970s_2304",1976,"MN","2304",0.690405026703065,0.690405026703065,60.76,0,1,0,133282,59767,133282,59767,"us_house"
"1077","1970s_2305",1976,"MN","2305",0.731374717558221,0.731374717558221,63.61,1,1,0,138213,50764,138213,50764,"us_house"
"1078","1970s_2306",1976,"MN","2306",0.597901162507904,0.597901162507904,57.29,1,1,0,147507,99201,147507,99201,"us_house"
"1079","1970s_2307",1976,"MN","2307",0.730161526426831,0.730161526426831,56.88,1,0,0,174080,64333,174080,64333,"us_house"
"1080","1970s_2308",1976,"MN","2308",1,0.722396875137128,65.92,1,1,1,206755,0,150691.827221274,57907.950003218,"us_house"
"1081","1970s_2501",1976,"MO","2501",0.655559226333494,0.655559226333494,70.98,1,1,0,87310,45874,87310,45874,"us_house"
