"","cntyname","precinct","psid","district","incumb","v.d","v.r","us.pres.d","us.pres.r"
"936","Fauquier","501 - THE PLAINS","PSID:1159397295","18","R",447,597,718,796
"937","Fauquier","502 - NEW BALTIMORE","PSID:1159403345","31","R",386,827,518,1121
"938","Fauquier","503 - BROAD RUN","PSID:1159397291","18","R",405,738,494,915
"939","Fauquier","504 - VINT HILL","PSID:1159397715","31","R",638,1274,870,1675
"940","Floyd","# AB - Central Absentee Precinct","PSID:1159402421","","",196,243,433,554
"941","Floyd","## Provisional","PSID:1159402421","","",0,1,0,4
"942","Floyd","101 - LOCUST GROVE","PSID:1159401575","7","R",302,684,382,993
"943","Floyd","201 - LITTLE RIVER","PSID:1159400567","7","R",463,698,456,963
"944","Floyd","301 - COURTHOUSE","PSID:1159400833","7","R",393,566,449,774
"945","Floyd","401 - BURKS FORK","PSID:1159399891","7","R",293,635,309,950
"946","Floyd","501 - INDIAN VALLEY","PSID:1159400101","7","R",246,703,271,1055
"947","Fluvanna","# AB - Central Absentee Precinct","PSID:1159402423","","",373,419,975,803
"948","Fluvanna","## Provisional","PSID:1159402423","","",2,2,9,7
"949","Fluvanna","101 - PALMYRA","PSID:1159399547","58","R",816,1023,1224,1373
"950","Fluvanna","201 - COLUMBIA","PSID:1159401001","58","R",576,738,729,997
"951","Fluvanna","301 - FORK UNION","PSID:1159401351","58;65","R;R",604,707,905,959
"952","Fluvanna","401 - CUNNINGHAM","PSID:1159401719","65","R",599,1188,780,1556
"953","Fluvanna","501 - RIVANNA","PSID:1159402135","58","R",861,1221,1138,1330
"954","Franklin","# AB - Central Absentee Precinct","PSID:1159402425","","",67,63,962,1473
"955","Franklin","# AB - Central Absentee Precinct","PSID:1159402425","","",261,601,962,1473
"956","Franklin","## Provisional","PSID:1159402425","","",0,3,6,9
"957","Franklin","## Provisional","PSID:1159402425","","",3,1,6,9
"958","Franklin","101 - PRECINCT 1-1","PSID:1159400805","64","O",188,411,247,516
"959","Franklin","102 - BURNT CHIMNEY","PSID:1159401925","22","R",NA,949,437,1248
"960","Franklin","103 - SCRUGGS","PSID:1159400721","9","R",537,1598,651,2009
"961","Franklin","201 - GLADE HILL","PSID:1159400921","9","R",230,682,315,1081
"962","Franklin","201 - PRECINCT 2-1","PSID:1159398281","64;75","O;D",224,189,288,366
"963","Franklin","202 - PENHOOK","PSID:1159400919","9","R",236,606,307,744
"964","Franklin","203 - HODGESVILLE","PSID:1159400917","9","R",51,107,73,184
"965","Franklin","204 - DUDLEY","PSID:1159400915","9;22","R;R",150,426,245,646
"966","Franklin","301 - PRECINCT 3-1","PSID:1159397921","75","D",328,NA,526,45
"967","Franklin","301 - SNOW CREEK","PSID:1159401281","9","R",114,346,142,563
"968","Franklin","302 - FORK MOUNTAIN","PSID:1159401279","9","R",90,302,117,473
"969","Franklin","303 - SONTAG","PSID:1159401337","9","R",334,365,466,723
"970","Franklin","304 - DICKINSON","PSID:1159401275","9","R",171,185,220,274
"971","Franklin","401 - HENRY","PSID:1159400217","9","R",144,576,206,979
"972","Franklin","401 - PRECINCT 4-1","PSID:1159399027","75","D",244,NA,415,44
"973","Franklin","402 - FERRUM","PSID:1159400851","9","R",144,293,200,479
"974","Franklin","403 - ENDICOTT","PSID:1159398601","9","R",131,320,135,509
"975","Franklin","501 - PRECINCT 5-1","PSID:1159398595","75","D",259,NA,466,9
"976","Franklin","501 - WAIDSBORO","PSID:1159400035","9","R",158,364,201,605
"977","Franklin","502 - CALLAWAY","PSID:1159398083","9","R",189,549,257,855
"978","Franklin","503 - BOWMANS","PSID:1159400037","9","R",147,279,154,422
"979","Franklin","504 - GOGGINSVILLE","PSID:1159400039","9","R",178,500,218,696
"980","Franklin","601 - BOONES MILL","PSID:1159398205","9","R",296,697,349,1042
"981","Franklin","601 - PRECINCT 6-1","PSID:1159399883","64","O",221,224,374,278
"982","Franklin","602 - BONBROOK","PSID:1159397299","22","R",NA,704,301,1000
"983","Franklin","603 - COOPERS COVE","PSID:1159397297","22","R",NA,566,193,789
"984","Franklin","701 - ROCKY MOUNT EAST","PSID:1159398599","9;22","R;R",314,589,504,856
"985","Franklin","702 - ROCKY MOUNT WEST","PSID:1159398581","9","R",284,393,435,559
"986","Franklin","703 - ROCKY MOUNT SOUTH","PSID:1159398597","9","R",271,360,366,514
"987","Frederick","# AB - Central Absentee Precinct","PSID:1159402427","","",366,675,1230,1945
"988","Frederick","## Provisional","PSID:1159402427","","",4,6,12,14
"989","Frederick","101 - RUSSELLS","PSID:1159399523","29","R",197,794,314,1112
"990","Frederick","102 - GORE","PSID:1159399517","29","R",227,751,343,1353
"991","Frederick","103 - KERNSTOWN","PSID:1159399519","29","R",434,918,560,1224
"992","Frederick","104 - CEDAR CREEK","PSID:1159399525","29","R",215,497,324,798
"993","Frederick","201 - GAINESBOROUGH","PSID:1159399447","29","R",123,544,175,857
"994","Frederick","202 - ALBIN","PSID:1159399453","29","R",298,762,402,1105
"995","Frederick","203 - REDLAND","PSID:1159399451","29","R",381,942,527,1493
"996","Frederick","204 - NAIN","PSID:1159399455","29","R",340,850,426,1153
"997","Frederick","301 - CLEAR BROOK","PSID:1159400183","33","R",147,488,239,802
"998","Frederick","302 - NEFF'S TOWN","PSID:1159400185","33","R",535,733,795,1308
"999","Frederick","303 - WHITE HALL","PSID:1159400189","29","R",466,1033,637,1605
"1000","Frederick","401 - CARPERS VALLEY","PSID:1159401053","10","R",432,788,597,1145
"1001","Frederick","402 - SHENANDOAH","PSID:1159401049","10","R",189,374,279,640
"1002","Frederick","403 - PARKIN'S MILL","PSID:1159401047","10","R",407,676,529,1072
"1003","Frederick","404 - ARMEL","PSID:1159401043","10","R",403,700,546,1050
"1004","Frederick","501 - STEPHENS CITY","PSID:1159401427","29","R",434,793,609,1199
"1005","Frederick","502 - NEWTOWN","PSID:1159401423","29","R",473,888,724,1432
"1006","Frederick","503 - CANTERBURG","PSID:1159401425","29","R",478,896,625,1328
"1007","Frederick","601 - MILLBROOK","PSID:1159398323","33","R",275,452,453,808
"1008","Frederick","602 - ASH HOLLOW","PSID:1159398329","33","R",424,537,659,999
"1009","Frederick","603 - GREENWOOD","PSID:1159397671","33","R",632,1079,927,1641
"1010","Fredericksburg","# AB - Central Absentee Precinct","PSID:1159402593","","",301,188,924,459
"1011","Fredericksburg","## Provisional","PSID:1159402593","","",6,1,17,13
"1012","Fredericksburg","101 - PRECINCT 1 - DISTRICT ONE","PSID:1159398455","88","R",882,635,1417,1026
"1013","Fredericksburg","201 - PRECINCT 1 - DISTRICT TWO","PSID:1159398809","28;88","O;R",1237,630,1411,841
"1014","Fredericksburg","301 - PRECINCT 1 - DISTRICT THREE","PSID:1159399339","88","R",773,584,1226,862
"1015","Fredericksburg","401 - PRECINCT 1 - DISTRICT FOUR","PSID:1159399761","28;88","O;R",726,196,1058,283
"1016","Fredericksburg","402 - PRECINCT 2 - DISTRICT FOUR","PSID:1159399733","28;88","O;R",331,159,654,260
"1017","Galax","# AB - Central Absentee Precinct","PSID:1159402595","","",NA,53,85,178
"1018","Galax","## Provisional","PSID:1159402595","","",NA,0,1,0
"1019","Galax","001 - EAST","PSID:1159397763","5","R",NA,441,279,593
"1020","Galax","002 - NORTH","PSID:1159397381","5","R",NA,329,184,442
"1021","Galax","003 - SOUTH","PSID:1159397403","5","R",NA,287,132,390
"1022","Giles","# AB - Central Absentee Precinct","PSID:1159402429","","",122,248,220,457
"1023","Giles","## Provisional","PSID:1159402429","","",0,1,1,0
"1024","Giles","101 - GLEN LYN","PSID:1159402177","12","R",14,50,20,92
"1025","Giles","102 - RICH CREEK","PSID:1159402175","12","R",73,238,87,369
"1026","Giles","103 - NARROWS","PSID:1159402173","12","R",296,775,316,1150
"1027","Giles","201 - PEARISBURG","PSID:1159398487","12","R",337,1116,417,1422
"1028","Giles","202 - STAFFORDSVILLE","PSID:1159398489","12","R",54,189,70,247
"1029","Giles","203 - WHITE GATE","PSID:1159398491","12","R",27,136,27,165
"1030","Giles","301 - EGGLESTON","PSID:1159398179","12","R",137,308,171,420
"1031","Giles","302 - PEMBROKE","PSID:1159398183","12","R",296,776,341,1075
"1032","Giles","303 - NEWPORT","PSID:1159398181","12","R",232,404,280,513
"1033","Gloucester","# AB - Central Absentee Precinct","PSID:1159402431","","",246,378,623,894
"1034","Gloucester","## Provisional","PSID:1159402431","","",5,0,5,9
"1035","Gloucester","101 - HARCUM","PSID:1159399717","98","R",244,648,354,950
"1036","Gloucester","102 - SALEM","PSID:1159399725","98","R",208,532,295,831
"1037","Gloucester","103 - PEASLEY","PSID:1159399723","98","R",157,388,195,634
"1038","Gloucester","201 - COURTHOUSE","PSID:1159399331","98","R",375,688,466,896
"1039","Gloucester","202 - BOTETOURT","PSID:1159399325","98","R",480,909,604,1368
"1040","Gloucester","301 - WHITE MARSH","PSID:1159397741","98","R",328,707,327,1127
"1041","Gloucester","302 - ROANES","PSID:1159397737","98","R",397,936,520,1416
"1042","Gloucester","401 - HAYES","PSID:1159401931","98","R",443,792,579,1229
"1043","Gloucester","402 - SARAHS CREEK","PSID:1159401935","98","R",397,691,510,1009
"1044","Gloucester","501 - ACHILLES","PSID:1159401533","98","R",380,1169,511,1647
"1045","Gloucester","502 - WALKER","PSID:1159401553","98","R",332,720,415,1086
"1046","Goochland","# AB - Central Absentee Precinct","PSID:1159402433","","",293,396,613,796
"1047","Goochland","## Provisional","PSID:1159402433","","",0,0,5,10
"1048","Goochland","101 - FIFE","PSID:1159398969","65","R",258,373,366,533
"1049","Goochland","102 - HADENSVILLE","PSID:1159398967","65","R",379,654,480,912
"1050","Goochland","201 - THREE SQUARE","PSID:1159398869","65","R",164,149,207,215
"1051","Goochland","202 - SANDY HOOK","PSID:1159398871","65","R",589,782,763,1008
"1052","Goochland","301 - GOOCHLAND COURT HOUSE 1","PSID:1159398553","56","O",384,575,408,738
"1053","Goochland","302 - GOOCHLAND COURT HOUSE 2","PSID:1159398555","65","R",137,276,161,343
"1054","Goochland","401 - SHALLOW WELL","PSID:1159400291","56","O",395,539,458,673
"1055","Goochland","402 - CENTERVILLE","PSID:1159400289","56","O",425,1131,531,1238
"1056","Goochland","501 - MANAKIN","PSID:1159399939","56","O",488,1088,566,1205
"1057","Goochland","502 - BLAIR ROAD","PSID:1159399937","56","O",279,697,331,713
"1058","Grayson","# AB - Central Absentee Precinct","PSID:1159402435","","",NA,203,164,569
"1059","Grayson","## Provisional","PSID:1159402435","","",NA,2,0,0
"1060","Grayson","101 - BRIDLE CREEK","PSID:1159399873","5","R",NA,163,71,186
"1061","Grayson","102 - FLATRIDGE","PSID:1159399877","5","R",NA,101,38,126
"1062","Grayson","103 - GRANT","PSID:1159399875","5","R",NA,152,76,198
"1063","Grayson","104 - MOUTH OF WILSON","PSID:1159399997","5","R",NA,103,58,109
"1064","Grayson","105 - MOUNT ROGERS","PSID:1159399995","5","R",NA,118,35,178
"1065","Grayson","106 - RUGBY","PSID:1159399871","5","R",NA,123,46,169
"1066","Grayson","107 - TROUTDALE","PSID:1159399999","5","R",NA,80,17,110
"1067","Grayson","108 - COMERS ROCK","PSID:1159399879","5","R",NA,120,41,138
"1068","Grayson","202 - ELK CREEK","PSID:1159398337","5","R",NA,247,79,352
"1069","Grayson","203 - INDEPENDENCE","PSID:1159398339","5","R",NA,667,244,889
"1070","Grayson","301 - BAYWOOD","PSID:1159398089","5","R",NA,397,124,582
"1071","Grayson","302 - FAIRVIEW","PSID:1159398087","5","R",NA,457,143,742
"1072","Grayson","401 - FRIES","PSID:1159401727","5","R",NA,192,98,287
"1073","Grayson","402 - PROVIDENCE","PSID:1159401729","5","R",NA,432,100,667
"1074","Grayson","403 - OLDTOWN","PSID:1159401733","5","R",NA,169,73,290
"1075","Greene","# AB - Central Absentee Precinct","PSID:1159402439","","",154,321,439,560
"1076","Greene","## Provisional","PSID:1159402439","","",1,1,1,2
"1077","Greene","101 - DYKE","PSID:1159401205","58","R",177,415,220,615
"1078","Greene","102 - SWIFT RUN","PSID:1159401203","58","R",225,508,341,757
"1079","Greene","201 - RUCKERSVILLE","PSID:1159398851","58","R",436,960,643,1274
"1080","Greene","301 - STANARDSVILLE","PSID:1159398433","58","R",388,981,523,1311
"1081","Greene","401 - MIDWAY","PSID:1159398651","58","R",557,1154,757,1426
"1082","Greensville","## Provisional","PSID:1159402441","","",1,NA,0,1
"1083","Greensville","101 - PRECINCT 1-A","PSID:1159398215","75","D",239,NA,317,158
"1084","Greensville","102 - PRECINCT 1-B","PSID:1159398217","75","D",90,NA,86,114
"1085","Greensville","103 - PRECINCT 1-C","PSID:1159398219","75","D",171,NA,305,44
"1086","Greensville","201 - PRECINCT 2-A","PSID:1159400785","75","D",322,NA,421,167
"1087","Greensville","202 - PRECINCT 2-B","PSID:1159400775","75","D",322,NA,284,400
"1088","Greensville","302 - PRECINCT 3-A","PSID:1159401965","75","D",637,NA,753,398
"1089","Greensville","401 - PRECINCT 4-A","PSID:1159400165","","",162,NA,110,204
"1090","Greensville","402 - PRECINCT 4-B","PSID:1159400177","75","D",300,NA,195,111
"1091","Greensville","403 - PRECINCT 4-C","PSID:1159400175","75","D",121,NA,87,140
"1092","Halifax","# AB - Central Absentee Precinct","PSID:1159402443","","",168,310,708,886
"1093","Halifax","## Provisional","PSID:1159402443","","",0,2,7,6
"1094","Halifax","101 - CHILDREY","PSID:1159400453","60","R",187,278,292,428
"1095","Halifax","102 - LIBERTY","PSID:1159400449","60","R",86,166,149,218
"1096","Halifax","103 - REPUBLICAN GROVE","PSID:1159400451","60","R",191,281,366,395
"1097","Halifax","201 - CLAYS MILL","PSID:1159399225","60","R",89,269,172,365
"1098","Halifax","202 - CROSSROADS","PSID:1159399229","60","R",113,218,212,294
"1099","Halifax","203 - CLOVER","PSID:1159399227","60","R",215,300,404,416
"1100","Halifax","302 - MEADVILLE","PSID:1159401011","60","R",133,73,227,111
"1101","Halifax","304 - VERNON HILL","PSID:1159401013","60","R",117,255,200,367
"1102","Halifax","305 - SINAI","PSID:1159401017","60","R",321,300,649,399
"1103","Halifax","401 - COURTHOUSE","PSID:1159402009","60","R",240,387,452,444
"1104","Halifax","403 - CENTER","PSID:1159402007","60","R",143,476,271,580
"1105","Halifax","502 - DAN RIVER","PSID:1159397783","60","R",219,598,419,841
"1106","Halifax","503 - SCOTTSBURG","PSID:1159397785","60","R",74,336,129,497
"1107","Halifax","601 - BLACK WALNUT","PSID:1159398519","60","R",148,331,222,514
"1108","Halifax","603 - MT CARMEL","PSID:1159398589","60","R",297,432,485,596
"1109","Halifax","605 - UNION","PSID:1159398517","60","R",72,150,107,205
"1110","Halifax","701 - HYCO","PSID:1159399781","60","R",149,485,265,760
"1111","Halifax","702 - MIDWAY","PSID:1159399783","60","R",65,377,104,578
"1112","Halifax","703 - VIRGILINA","PSID:1159399785","60","R",64,243,98,375
"1113","Halifax","801 - SOUTH BOSTON","PSID:1159399693","60","R",517,304,NA,NA
"1114","Hampton","# AB - Central Absentee Precinct","PSID:1159402597","","",1084,231,5317,1402
"1115","Hampton","## Provisional","PSID:1159402597","","",36,2,123,49
"1116","Hampton","101 - ABERDEEN","PSID:1159399753","92","D",1056,NA,1228,216
"1117","Hampton","102 - BASSETTE","PSID:1159399757","92","D",1209,NA,1644,117
"1118","Hampton","103 - CITY HALL","PSID:1159399759","92","D",614,NA,890,183
"1119","Hampton","104 - COOPER","PSID:1159399795","92","D",1508,NA,2092,349
"1120","Hampton","105 - EAST HAMPTON","PSID:1159399797","92","D",774,NA,1813,245
"1121","Hampton","106 - ARMSTRONG","PSID:1159399799","92","D",1063,NA,1159,636
"1122","Hampton","107 - LINDSAY","PSID:1159399801","92","D",1134,NA,1288,276
"1123","Hampton","108 - THOMAS","PSID:1159399787","92","D",1377,NA,1851,268
"1124","Hampton","109 - PHENIX","PSID:1159398673","92","D",1391,NA,1841,129
"1125","Hampton","110 - PHOEBUS","PSID:1159400075","91","R",221,127,301,200
"1126","Hampton","111 - HAMPTON LIBRARY","PSID:1159397831","92","D",371,NA,401,296
"1127","Hampton","112 - SMITH","PSID:1159397825","92","D",1397,NA,1636,610
"1128","Hampton","115 - WYTHE","PSID:1159400087","92","D",565,NA,560,505
"1129","Hampton","116 - JONES","PSID:1159400081","92","D",545,NA,654,237
"1130","Hampton","117 - KECOUGHTAN","PSID:1159400077","92","D",835,NA,1082,380
"1131","Hampton","118 - MALLORY","PSID:1159400089","92","D",1508,NA,1832,241
"1132","Hampton","201 - BOOKER","PSID:1159397687","91","R",720,771,924,1065
"1133","Hampton","202 - BRYAN","PSID:1159397683","91","R",783,626,1004,919
"1134","Hampton","203 - BURBANK","PSID:1159397673","91","R",591,400,845,585
"1135","Hampton","204 - FORREST","PSID:1159397695","92","D",928,NA,1073,541
"1136","Hampton","205 - ASBURY","PSID:1159397691","91","R",815,1248,982,1773
"1137","Hampton","208 - KRAFT","PSID:1159397663","92","D",1609,NA,1604,1176
"1138","Hampton","209 - LANGLEY","PSID:1159397659","91","R",695,495,940,825
"1139","Hampton","210 - MACHEN","PSID:1159401905","91","R",1548,411,1993,678
"1140","Hampton","212 - BETHEL","PSID:1159401907","95","D",1871,NA,1877,740
"1141","Hampton","213 - PHILLIPS","PSID:1159401889","91","R",1021,1000,1192,1381
"1142","Hampton","214 - TUCKER CAPPS","PSID:1159401899","95","D",1182,NA,1376,839
"1143","Hampton","215 - TYLER","PSID:1159401909","92","D",312,NA,491,97
"1144","Hampton","216 - SANDY BOTTOM","PSID:1159401911","95","D",791,NA,855,439
"1145","Hampton","217 - SYMS","PSID:1159401913","91","R",338,381,444,505
"1146","Hanover","# AB - Central Absentee Precinct","PSID:1159402445","","",759,1312,2066,3080
"1147","Hanover","## Provisional","PSID:1159402445","","",12,16,22,38
"1148","Hanover","101 - ASHLAND","PSID:1159398505","55","R",581,447,722,623
"1149","Hanover","104 - SLIDING HILL","PSID:1159398497","55","R",511,644,613,878
"1150","Hanover","105 - BERKLEY","PSID:1159398499","55","R",560,345,796,499
"1151","Hanover","106 - KERSEY CREEK","PSID:1159398501","55","R",253,462,325,604
"1152","Hanover","107 - CHICKAHOMINY","PSID:1159399659","55","R",404,578,476,721
"1153","Hanover","201 - BEAVERDAM","PSID:1159401103","55","R",337,1064,498,1498
"1154","Hanover","202 - BLUNTS","PSID:1159401101","55","R",273,502,363,645
"1155","Hanover","203 - WILMINGTON PARISH","PSID:1159401099","55","R",355,817,447,1015
"1156","Hanover","206 - COURTHOUSE","PSID:1159401097","55","R",416,529,477,643
"1157","Hanover","208 - OAK KNOLL","PSID:1159401113","55","R",315,681,409,944
"1158","Hanover","209 - WEST HANOVER","PSID:1159401045","55","R",80,201,145,279
"1159","Hanover","210 - OAK HILL","PSID:1159400759","55","R",113,295,146,368
"1160","Hanover","301 - CLAY","PSID:1159401489","97","R",363,1029,508,1277
"1161","Hanover","303 - SHADY GROVE","PSID:1159401487","97","R",354,918,481,1072
"1162","Hanover","304 - ATLEE","PSID:1159401481","55","R",1090,1662,1221,2138
"1163","Hanover","305 - COOL SPRING","PSID:1159401485","55","R",501,854,618,1117
"1164","Hanover","401 - BATTLEFIELD","PSID:1159399789","97","R",250,1173,391,1563
"1165","Hanover","403 - COLD HARBOR","PSID:1159399793","97","R",456,1180,658,1687
"1166","Hanover","404 - BLACK CREEK","PSID:1159400823","97","R",266,1309,404,1694
"1167","Hanover","405 - PEBBLE CREEK","PSID:1159399905","97","R",268,586,361,759
"1168","Hanover","406 - BEAVERDAM CREEK","PSID:1159399735","97","R",79,186,132,319
"1169","Hanover","502 - RURAL POINT","PSID:1159400103","97","R",413,961,542,1271
"1170","Hanover","503 - NEWMAN","PSID:1159400105","97","R",357,681,523,1000
"1171","Hanover","504 - STUDLEY","PSID:1159401623","97","R",178,732,236,954
"1172","Hanover","505 - TOTOPOTOMOY","PSID:1159397855","97","R",140,558,211,740
"1173","Hanover","506 - GEORGETOWN","PSID:1159397857","97","R",299,792,369,923
"1174","Hanover","507 - LAUREL MEADOW","PSID:1159398379","97","R",320,861,460,1185
"1175","Hanover","601 - VILLAGE","PSID:1159398925","97","R",526,1447,726,1863
"1176","Hanover","602 - LEE DAVIS","PSID:1159398923","97","R",392,1028,557,1410
"1177","Hanover","603 - MECHANICSVILLE","PSID:1159398915","97","R",356,489,565,838
"1178","Hanover","604 - HANOVER GROVE","PSID:1159400975","97","R",247,711,342,882
"1179","Hanover","701 - FARRINGTON","PSID:1159398565","55","R",375,906,478,1190
"1180","Hanover","702 - MONTPELIER","PSID:1159399129","55","R",425,736,582,984
"1181","Hanover","703 - ROCKVILLE","PSID:1159399181","55","R",400,902,520,1110
